log_name,drift_or_noise_id,drift_attribute,drift_sub_attribute,value
log_5_1692952170.xes.gz,drift_1,change_info_1,process_tree_before,"X( +( 'a', +( 'c', ->( *( 'd', ->( *( ->( *( ->( *( 'g', 'o' ), 'p' ), 'k' ), X( 'l', X( 'm', 'n' ) ) ), 'i' ), 'j' ) ), 'h' ) ) ), X( 'b', X( 'e', 'f' ) ) )"
log_5_1692952170.xes.gz,drift_1,change_info_1,process_tree_after,"X( +( 'a', +( 'c', ->( *( 'd', ->( *( ->( *( ->( *( 'g', 'o' ), 'p' ), 'k' ), X( 'l', X( 'm', 'n' ) ) ), 'i' ), 'j' ) ), *tau* ) ) ), X( 'b', X( 'e', 'f' ) ) )"
log_5_1692952170.xes.gz,drift_1,change_info_1,activities_deleted,[h]
log_5_1692952170.xes.gz,drift_1,change_info_1,activities_added,[]
log_5_1692952170.xes.gz,drift_1,change_info_1,activities_moved,[]
log_5_1692952170.xes.gz,drift_1,change_info_1,change_start,2021-08-15 21:07:47.114524
log_5_1692952170.xes.gz,drift_1,change_info_1,change_end,2021-08-15 21:07:47.114524
log_5_1692952170.xes.gz,drift_1,change_info_2,change_type,sudden
log_5_1692952170.xes.gz,drift_1,change_info_2,change_trace_index,[2347]
log_5_1692952170.xes.gz,drift_1,change_info_2,process_tree_before,"X( +( 'a', +( 'c', ->( *( 'd', ->( *( ->( *( ->( *( 'g', 'o' ), 'p' ), 'k' ), X( 'l', X( 'm', 'n' ) ) ), 'i' ), 'j' ) ), *tau* ) ) ), X( 'b', X( 'e', 'f' ) ) )"
log_5_1692952170.xes.gz,drift_1,change_info_2,process_tree_after,"X( +( 'a', +( 'c', ->( *( 'd', ->( *( ->( *( ->( *( 'g', 'o' ), *tau* ), 'k' ), X( 'l', X( 'm', 'n' ) ) ), 'i' ), 'j' ) ), *tau* ) ) ), X( 'b', X( 'e', 'f' ) ) )"
log_5_1692952170.xes.gz,drift_1,change_info_2,activities_deleted,[p]
log_5_1692952170.xes.gz,drift_1,change_info_2,activities_added,[]
log_5_1692952170.xes.gz,drift_1,change_info_2,activities_moved,[]
log_5_1692952170.xes.gz,drift_1,change_info_2,change_start,2022-12-08 14:06:02.478002
log_5_1692952170.xes.gz,drift_1,change_info_2,change_end,2022-12-08 14:06:02.478002
log_5_1692952170.xes.gz,drift_1,change_info_3,change_type,sudden
log_5_1692952170.xes.gz,drift_1,change_info_3,change_trace_index,[3538]
log_5_1692952170.xes.gz,drift_1,change_info_3,process_tree_before,"X( +( 'a', +( 'c', ->( *( 'd', ->( *( ->( *( ->( *( 'g', 'o' ), *tau* ), 'k' ), X( 'l', X( 'm', 'n' ) ) ), 'i' ), 'j' ) ), *tau* ) ) ), X( 'b', X( 'e', 'f' ) ) )"
log_5_1692952170.xes.gz,drift_1,change_info_3,process_tree_after,"X( +( 'a', +( 'c', ->( *( 'd', ->( *( ->( *( ->( *( 'g', 'o' ), *tau* ), 'k' ), X( 'l', X( 'm', 'n' ), 'Random activity 1' ) ), 'i' ), 'j' ) ), *tau* ) ) ), X( 'b', X( 'e', 'f' ) ) )"
log_5_1692952170.xes.gz,drift_1,change_info_3,activities_deleted,[]
log_5_1692952170.xes.gz,drift_1,change_info_3,activities_added,[Random activity 1]
log_5_1692952170.xes.gz,drift_1,change_info_3,activities_moved,[]
log_5_1692952170.xes.gz,drift_1,change_info_3,change_start,2024-05-05 01:18:48.538467
log_5_1692952170.xes.gz,drift_1,change_info_3,change_end,2024-05-05 01:18:48.538467
log_6_1692952173.xes.gz,drift_1,log_id,1,log_6_1692952173.xes.gz
log_6_1692952173.xes.gz,drift_1,drift_id,1,1
log_6_1692952173.xes.gz,drift_1,process_perspective,1,control-flow
log_6_1692952173.xes.gz,drift_1,process_complexity,1,simple
log_6_1692952173.xes.gz,drift_1,drift_type,1,incremental
log_6_1692952173.xes.gz,drift_1,process_trees_1,0,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_1,process_trees_2,1,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,process_trees_3,2,"->( ->( ->( 'a', 'd' ), +( 'c', 'g', 'Random activity 2' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,process_trees_4,3,"->( ->( ->( 'a', 'd', 'Random activity 3' ), +( 'c', 'g', 'Random activity 2' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_1,change_type,gradual
log_6_1692952173.xes.gz,drift_1,change_info_1,change_trace_index,"[1350, 1920]"
log_6_1692952173.xes.gz,drift_1,change_info_1,process_tree_before,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_1,process_tree_after,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_1,activities_deleted,[]
log_6_1692952173.xes.gz,drift_1,change_info_1,activities_added,[Random activity 1]
log_6_1692952173.xes.gz,drift_1,change_info_1,activities_moved,[]
log_6_1692952173.xes.gz,drift_1,change_info_1,change_start,2021-09-27 20:03:53.313856
log_6_1692952173.xes.gz,drift_1,change_info_1,change_end,2022-06-15 06:24:57.763858
log_6_1692952173.xes.gz,drift_1,change_info_2,change_type,sudden
log_6_1692952173.xes.gz,drift_1,change_info_2,change_trace_index,[3342]
log_6_1692952173.xes.gz,drift_1,change_info_2,process_tree_before,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_2,process_tree_after,"->( ->( ->( 'a', 'd' ), +( 'c', 'g', 'Random activity 2' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_2,activities_deleted,[]
log_6_1692952173.xes.gz,drift_1,change_info_2,activities_added,[Random activity 2]
log_6_1692952173.xes.gz,drift_1,change_info_2,activities_moved,[]
log_6_1692952173.xes.gz,drift_1,change_info_2,change_start,2024-03-21 06:12:25.806635
log_6_1692952173.xes.gz,drift_1,change_info_2,change_end,2024-03-21 06:12:25.806635
log_6_1692952173.xes.gz,drift_1,change_info_3,change_type,gradual
log_6_1692952173.xes.gz,drift_1,change_info_3,change_trace_index,"[4346, 5008]"
log_6_1692952173.xes.gz,drift_1,change_info_3,process_tree_before,"->( ->( ->( 'a', 'd' ), +( 'c', 'g', 'Random activity 2' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_3,process_tree_after,"->( ->( ->( 'a', 'd', 'Random activity 3' ), +( 'c', 'g', 'Random activity 2' ) ), ->( 'b', ->( 'e', 'f', 'Random activity 1' ) ) )"
log_6_1692952173.xes.gz,drift_1,change_info_3,activities_deleted,[]
log_6_1692952173.xes.gz,drift_1,change_info_3,activities_added,[Random activity 3]
log_6_1692952173.xes.gz,drift_1,change_info_3,activities_moved,[]
log_6_1692952173.xes.gz,drift_1,change_info_3,change_start,2025-07-30 10:03:58.934941
log_6_1692952173.xes.gz,drift_1,change_info_3,change_end,2026-05-25 14:57:42.253756
log_6_1692952173.xes.gz,drift_2,log_id,1,log_6_1692952173.xes.gz
log_6_1692952173.xes.gz,drift_2,drift_id,1,2
log_6_1692952173.xes.gz,drift_2,process_perspective,1,control-flow
log_6_1692952173.xes.gz,drift_2,process_complexity,1,simple
log_6_1692952173.xes.gz,drift_2,drift_type,1,recurring
log_6_1692952173.xes.gz,drift_2,process_trees_1,0,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,process_trees_2,1,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ), 'Random activity 1' ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,process_trees_3,2,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,process_trees_4,3,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ), 'Random activity 1' ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_1,change_type,sudden
log_6_1692952173.xes.gz,drift_2,change_info_1,change_trace_index,[6173]
log_6_1692952173.xes.gz,drift_2,change_info_1,process_tree_before,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_1,process_tree_after,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ), 'Random activity 1' ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_1,activities_deleted,[]
log_6_1692952173.xes.gz,drift_2,change_info_1,activities_added,[Random activity 1]
log_6_1692952173.xes.gz,drift_2,change_info_1,activities_moved,[]
log_6_1692952173.xes.gz,drift_2,change_info_1,change_start,2027-10-26 14:41:33.218500
log_6_1692952173.xes.gz,drift_2,change_info_1,change_end,2027-10-26 14:41:33.218500
log_6_1692952173.xes.gz,drift_2,change_info_2,change_type,gradual
log_6_1692952173.xes.gz,drift_2,change_info_2,change_trace_index,"[7280, 8196]"
log_6_1692952173.xes.gz,drift_2,change_info_2,process_tree_before,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ), 'Random activity 1' ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_2,process_tree_after,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_2,activities_deleted,[Random activity 1]
log_6_1692952173.xes.gz,drift_2,change_info_2,activities_added,[]
log_6_1692952173.xes.gz,drift_2,change_info_2,activities_moved,[]
log_6_1692952173.xes.gz,drift_2,change_info_2,change_start,2029-03-26 16:18:38.711549
log_6_1692952173.xes.gz,drift_2,change_info_2,change_end,2030-05-20 01:32:55.420022
log_6_1692952173.xes.gz,drift_2,change_info_3,change_type,sudden
log_6_1692952173.xes.gz,drift_2,change_info_3,change_trace_index,[9350]
log_6_1692952173.xes.gz,drift_2,change_info_3,process_tree_before,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ) ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_3,process_tree_after,"->( ->( ->( 'a', 'd' ), +( 'c', 'g' ), 'Random activity 1' ), ->( 'b', ->( 'e', 'f' ) ) )"
log_6_1692952173.xes.gz,drift_2,change_info_3,activities_deleted,[]
log_6_1692952173.xes.gz,drift_2,change_info_3,activities_added,[Random activity 1]
log_6_1692952173.xes.gz,drift_2,change_info_3,activities_moved,[]
log_6_1692952173.xes.gz,drift_2,change_info_3,change_start,2031-12-18 12:05:13.392478
log_6_1692952173.xes.gz,drift_2,change_info_3,change_end,2031-12-18 12:05:13.392478
log_7_1692952178.xes.gz,drift_1,log_id,1,log_7_1692952178.xes.gz
log_7_1692952178.xes.gz,drift_1,drift_id,1,1
log_7_1692952178.xes.gz,drift_1,process_perspective,1,control-flow
log_7_1692952178.xes.gz,drift_1,process_complexity,1,simple
log_7_1692952178.xes.gz,drift_1,drift_type,1,incremental
log_7_1692952178.xes.gz,drift_1,process_trees_1,0,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,process_trees_2,1,"+( +( 'a', 'd' ), ->( ->( 'b', *tau* ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,process_trees_3,2,"+( +( 'a', 'd' ), ->( ->( 'b', *tau*, 'Random activity 1' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,process_trees_4,3,"+( +( 'a', 'd' ), ->( ->( 'b', *tau*, 'Random activity 1' ), *tau* ) )"
log_7_1692952178.xes.gz,drift_1,change_info_1,change_type,gradual
log_7_1692952178.xes.gz,drift_1,change_info_1,change_trace_index,"[1311, 2256]"
log_7_1692952178.xes.gz,drift_1,change_info_1,process_tree_before,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,change_info_1,process_tree_after,"+( +( 'a', 'd' ), ->( ->( 'b', *tau* ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,change_info_1,activities_deleted,[e]
log_7_1692952178.xes.gz,drift_1,change_info_1,activities_added,[]
log_7_1692952178.xes.gz,drift_1,change_info_1,activities_moved,[]
log_7_1692952178.xes.gz,drift_1,change_info_1,change_start,2021-09-20 10:17:41.331019
log_7_1692952178.xes.gz,drift_1,change_info_1,change_end,2022-12-06 20:51:02.266219
log_7_1692952178.xes.gz,drift_1,change_info_2,change_type,gradual
log_7_1692952178.xes.gz,drift_1,change_info_2,change_trace_index,"[3605, 4597]"
log_7_1692952178.xes.gz,drift_1,change_info_2,process_tree_before,"+( +( 'a', 'd' ), ->( ->( 'b', *tau* ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,change_info_2,process_tree_after,"+( +( 'a', 'd' ), ->( ->( 'b', *tau*, 'Random activity 1' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,change_info_2,activities_deleted,[]
log_7_1692952178.xes.gz,drift_1,change_info_2,activities_added,[Random activity 1]
log_7_1692952178.xes.gz,drift_1,change_info_2,activities_moved,[]
log_7_1692952178.xes.gz,drift_1,change_info_2,change_start,2024-07-30 17:56:59.698450
log_7_1692952178.xes.gz,drift_1,change_info_2,change_end,2025-11-27 12:05:47.836179
log_7_1692952178.xes.gz,drift_1,change_info_3,change_type,sudden
log_7_1692952178.xes.gz,drift_1,change_info_3,change_trace_index,[5681]
log_7_1692952178.xes.gz,drift_1,change_info_3,process_tree_before,"+( +( 'a', 'd' ), ->( ->( 'b', *tau*, 'Random activity 1' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_1,change_info_3,process_tree_after,"+( +( 'a', 'd' ), ->( ->( 'b', *tau*, 'Random activity 1' ), *tau* ) )"
log_7_1692952178.xes.gz,drift_1,change_info_3,activities_deleted,[c]
log_7_1692952178.xes.gz,drift_1,change_info_3,activities_added,[]
log_7_1692952178.xes.gz,drift_1,change_info_3,activities_moved,[]
log_7_1692952178.xes.gz,drift_1,change_info_3,change_start,2027-04-14 08:59:26.660246
log_7_1692952178.xes.gz,drift_1,change_info_3,change_end,2027-04-14 08:59:26.660246
log_7_1692952178.xes.gz,drift_2,log_id,1,log_7_1692952178.xes.gz
log_7_1692952178.xes.gz,drift_2,drift_id,1,2
log_7_1692952178.xes.gz,drift_2,process_perspective,1,control-flow
log_7_1692952178.xes.gz,drift_2,process_complexity,1,simple
log_7_1692952178.xes.gz,drift_2,drift_type,1,incremental
log_7_1692952178.xes.gz,drift_2,process_trees_1,0,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_2,process_trees_2,1,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ), 'Random activity 1' )"
log_7_1692952178.xes.gz,drift_2,process_trees_3,2,"+( +( 'a', 'd' ), ->( ->( *tau*, 'e' ), 'c' ), 'Random activity 1' )"
log_7_1692952178.xes.gz,drift_2,process_trees_4,3,"+( +( 'a', 'd' ), ->( ->( *tau*, 'e' ), *tau* ), 'Random activity 1' )"
log_7_1692952178.xes.gz,drift_2,change_info_1,change_type,sudden
log_7_1692952178.xes.gz,drift_2,change_info_1,change_trace_index,[6939]
log_7_1692952178.xes.gz,drift_2,change_info_1,process_tree_before,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ) )"
log_7_1692952178.xes.gz,drift_2,change_info_1,process_tree_after,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ), 'Random activity 1' )"
log_7_1692952178.xes.gz,drift_2,change_info_1,activities_deleted,[]
log_7_1692952178.xes.gz,drift_2,change_info_1,activities_added,[Random activity 1]
log_7_1692952178.xes.gz,drift_2,change_info_1,activities_moved,[]
log_7_1692952178.xes.gz,drift_2,change_info_1,change_start,2028-10-16 01:15:03.734364
log_7_1692952178.xes.gz,drift_2,change_info_1,change_end,2028-10-16 01:15:03.734364
log_7_1692952178.xes.gz,drift_2,change_info_2,change_type,sudden
log_7_1692952178.xes.gz,drift_2,change_info_2,change_trace_index,[8352]
log_7_1692952178.xes.gz,drift_2,change_info_2,process_tree_before,"+( +( 'a', 'd' ), ->( ->( 'b', 'e' ), 'c' ), 'Random activity 1' )"
log_7_1692952178.xes.gz,drift_2,change_info_2,process_tree_after,"+( +( 'a', 'd' ), ->( ->( *tau*, 'e' ), 'c' ), 'Random activity 1' )"
log_7_1692952178.xes.gz,drift_2,change_info_2,activities_deleted,[b]
log_7_1692952178.xes.gz,drift_2,change_info_2,activities_added,[]
log_7_1692952178.xes.gz,drift_2,change_info_2,activities_moved,[]
log_7_1692952178.xes.gz,drift_2,change_info_2,change_start,2030-08-09 22:22:03.571837
log_7_1692952178.xes.gz,drift_2,change_info_2,change_end,2030-08-09 22:22:03.571837
log_7_1692952178.xes.gz,drift_2,change_info_3,change_type,gradual
log_7_1692952178.xes.gz,drift_2,change_info_3,change_trace_index,"[9584, 10457]"
log_7_1692952178.xes.gz,drift_2,change_info_3,process_tree_before,"+( +( 'a', 'd' ), ->( ->( *tau*, 'e' ), 'c' ), 'Random activity 1' )"
