Metric,Sample Size,Mean Value,Median Value,Sample Q05,Sample Q95,Empirical CI Rel Width,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Std,Bootstrap CI Low,Bootstrap CI High,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Number of Distinct Activities,500,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,,,,,,,,,False
Number of Distinct Activities,1000,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,,,,,,,,,False
Number of Distinct Directly-Follows Relations,100,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0.0,,,,,,,,,False
Number of Distinct Directly-Follows Relations,500,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0.0,,,,,,,,,False
Number of Distinct Directly-Follows Relations,1000,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0.0,,,,,,,,,False
Number of Distinct Traces,100,5.81,6.0,5.0,7.0,0.34423407917383825,5.0,7.0,0.34423407917383825,,,,,,,,,False
Number of Distinct Traces,500,6.81,7.0,6.0,8.0,0.2936857562408223,6.0,8.0,0.2936857562408223,,,,,,,,,False
Number of Distinct Traces,1000,7.67,7.0,7.0,9.0,0.2607561929595828,7.0,9.524999999999991,0.32920469361147214,,,,,,,,,False
Number of Events,100,1680.96,1680.0,1620.0,1740.0,0.0713877784123358,1608.0,1752.0,0.08566533409480297,,,,,,,,,False
Number of Events,500,8367.72,8364.0,8244.0,8496.0,0.03011573044987165,8207.4,8508.0,0.0359237641794898,,,,,,,,,False
Number of Events,1000,16762.32,16764.0,16608.0,16932.0,0.01932906662084962,16577.7,16950.3,0.022228426613976976,,,,,,,,,False
Number of Ties in Paths to Goal,100,86.77,90.0,73.0,107.0,0.39184049786792674,73.0,107.0,0.39184049786792674,,,,,,,,,False
Number of Ties in Paths to Goal,500,103.77,107.0,90.0,124.0,0.32764768237448205,90.0,124.0,0.32764768237448205,,,,,,,,,False
Number of Ties in Paths to Goal,1000,118.39,107.0,107.0,141.0,0.2871864177717713,107.0,149.92499999999984,0.3625728524368599,,,,,,,,,False
Number of Traces,100,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,,,,,,,,,False
Number of Traces,500,500.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,,,,,,,,,False
Number of Traces,1000,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,,,,,,,,,False
Percentage of Distinct Traces,100,0.0581,0.06,0.05,0.07,0.3442340791738383,0.05,0.07,0.3442340791738383,,,,,,,,,False
Percentage of Distinct Traces,500,0.01362,0.014,0.012,0.016,0.2936857562408223,0.012,0.016,0.2936857562408223,,,,,,,,,False
Percentage of Distinct Traces,1000,0.00767,0.007,0.007,0.009,0.2607561929595827,0.007,0.009524999999999992,0.3292046936114722,,,,,,,,,False
Sequence Entropy,100,1428.4743347316808,1359.2745899098816,1186.839387549271,2044.662624366369,0.600517080328383,1161.3640384374796,2098.3663258700826,0.6559461830363273,,,,,,,,,False
Sequence Entropy,500,7823.837945687868,7303.388300094633,6926.271781258263,10207.007507565244,0.41932562370047144,6888.839837427404,10225.462053251651,0.4264687278783984,,,,,,,,,False
Sequence Entropy,1000,16877.709474989737,14910.757024949624,14346.917010114348,20760.766322510008,0.3800189428488524,14332.132713873247,20792.69699967348,0.38278679315897884,,,,,,,,,False
Structure,100,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.0,0.8055555555555556,0.8055555555555556,0.0,,,,,,,,,False
Structure,500,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.0,0.8055555555555556,0.8055555555555556,0.0,,,,,,,,,False
Structure,1000,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.0,0.8055555555555556,0.8055555555555556,0.0,,,,,,,,,False
Variant Entropy,100,88.57896323495628,91.68618539606815,70.72187977524825,119.59218182155816,0.5517145410325148,70.72187977524825,119.59218182155816,0.5517145410325148,,,,,,,,,False
Variant Entropy,500,112.49934618942358,115.45582171061494,91.68618539606815,149.04276686362462,0.5098392427186278,91.68618539606815,149.04276686362462,0.5098392427186278,,,,,,,,,False
Variant Entropy,1000,133.98185743725472,119.616034313744,115.64391624482064,170.00851915066326,0.40576092872351915,115.24682778371974,179.32054965738263,0.4782268517487106,,,,,,,,,False
