Metric,Sample Size,Mean Value,Median Value,Bootstrap CI Low,Bootstrap CI High,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Q05,Sample Q95,Empirical CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Deviation from Random,200,0.7406562877321453,0.7408227058380812,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,300,0.7404920482317607,0.7406952541532932,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,400,0.7404570437269732,0.7404701899461383,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,500,0.7405733462567666,0.7405826175683815,,,0.739049588971146,0.7417326465257863,0.0036229464214473837,0.7391585419145041,0.7417149693305144,0.003451957093691982,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,600,0.740757757772684,0.7408427747812394,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,700,0.7405626066731478,0.7406227752196786,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,800,0.7406415023453755,0.7408096647382959,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,900,0.7405314284265809,0.7406031201666,,,,,,,,,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Deviation from Random,1000,0.7405872795952456,0.7406267504680482,,,0.7394254142361252,0.7416870339079826,0.0030538192245126027,0.7394496083090166,0.7415003051523983,0.002769014402330042,0.04331460068740761,0.17110646929679438,-0.030277191420720828,0.33883451149713073,100.0,True
Estimated Number of Acyclic Paths,100,3.763735723328914,3.630780547701014,,,3.630780547701014,5.248074602497725,0.42970446749812236,3.630780547701014,5.248074602497725,0.42970446749812236,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,200,3.941137153529744,3.630780547701014,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,300,3.924280184322758,3.630780547701014,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,400,4.172414882240719,3.630780547701014,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,500,4.402207225897741,3.630780547701014,,,3.630780547701014,6.309573444801933,0.6085113125392759,3.630780547701014,6.309573444801933,0.6085113125392759,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,600,4.665948163440568,4.36515832240166,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,700,4.51910678871359,4.36515832240166,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,800,4.472974673828025,4.36515832240166,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,900,4.790440401931929,4.36515832240166,,,,,,,,,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Estimated Number of Acyclic Paths,1000,4.826858850098834,4.36515832240166,,,3.630780547701014,6.309573444801933,0.5549764309031057,3.630780547701014,6.309573444801933,0.5549764309031057,0.34144390697242877,1.0050673866994286e-28,0.3708288949410634,5.897494687836405e-34,5100.0,True
Lempel-Ziv Complexity,100,252.1,253.0,,,234.475,276.0,0.1647163823879413,235.95,273.05,0.147163823879413,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,200,399.58,395.0,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,300,528.84,526.5,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,400,643.39,649.0,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,500,755.94,763.0,,,717.475,824.8749999999999,0.14207476783871717,718.95,803.5999999999999,0.11197978675556242,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,600,863.64,866.5,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,700,963.08,964.0,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,800,1066.33,1060.0,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,900,1159.76,1149.0,,,,,,,,,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Lempel-Ziv Complexity,1000,1263.79,1235.0,,,1161.9,1359.525,0.15637487240759937,1212.6,1358.0,0.11505076001550898,0.9919629716277849,0.0,0.9927687243122997,0.0,,False
Max. Trace Length,100,17.7,18.0,,,16.0,22.0,0.33898305084745767,16.0,20.0,0.22598870056497175,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,200,18.84,18.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,300,19.34,19.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,400,19.4,20.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,500,19.66,20.0,,,18.0,24.0,0.3051881993896236,18.0,22.0,0.2034587995930824,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,600,20.02,20.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,700,20.1,20.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,800,20.52,20.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,900,20.58,20.0,,,,,,,,,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Max. Trace Length,1000,21.14,20.0,,,18.0,24.0,0.28382213812677387,20.0,24.0,0.1892147587511826,0.46815415534447113,1.307676961285559e-55,0.4827742910711408,1.621528890940566e-59,2100.0,True
Min. Trace Length,100,12.0,12.0,,,12.0,12.0,0.0,12.0,12.0,0.0,,,,,100.0,True
Min. Trace Length,200,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,300,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,400,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,500,12.0,12.0,,,12.0,12.0,0.0,12.0,12.0,0.0,,,,,100.0,True
Min. Trace Length,600,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,700,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,800,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,900,12.0,12.0,,,,,,,,,,,,,100.0,True
Min. Trace Length,1000,12.0,12.0,,,12.0,12.0,0.0,12.0,12.0,0.0,,,,,100.0,True
Normalized Sequence Entropy,100,0.13757936267257362,0.1361768981648257,,,0.10482357715579903,0.1777931555368444,0.5303817154227292,0.10798483249588095,0.16955734855705767,0.44754180325514165,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,200,0.12863078808530656,0.1227873012219078,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,300,0.12331296384922666,0.1192053247519223,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,400,0.12445169585036543,0.120074573003395,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,500,0.12373492286467497,0.11698153143733764,,,0.10178008324416597,0.1667405121089703,0.5249967217084666,0.10279685218662085,0.16541488086106762,0.5060659288803223,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,600,0.12075471051086781,0.11295983261207465,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,700,0.11783428693945872,0.1125537666224499,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,800,0.11510604609427286,0.1045802210492897,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,900,0.11822368565170235,0.10582212865365555,,,,,,,,,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Sequence Entropy,1000,0.1158547135682452,0.10456635055889985,,,0.09470129949301526,0.15686047590129634,0.5365269525410004,0.09580344314431738,0.15597358029546043,0.5193585595090987,-0.27363650980385157,1.2400411666865922e-18,-0.3523837346151864,1.3142098564909144e-30,1100.0,True
Normalized Variant Entropy,100,0.4306203811814315,0.42831157576513,,,0.38762617839912133,0.4700338789523974,0.19136971716755685,0.3876261783991214,0.4684725615033109,0.18774397738068707,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,200,0.45257283594188225,0.448309658639681,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,300,0.46521784933542926,0.46809908251870536,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,400,0.46905224413582153,0.4700338789523974,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,500,0.475616519556695,0.47816944980075393,,,0.4466120814881626,0.5025155398910267,0.11753893337214126,0.4568686158179085,0.4968421163361448,0.08404565206333485,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,600,0.48185225911127183,0.48160800695108347,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,700,0.4851946119678477,0.4824123708777143,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,800,0.49007996172630636,0.4922710697693915,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,900,0.49270199910236634,0.49237206443174264,,,,,,,,,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Normalized Variant Entropy,1000,0.49808878133954076,0.4968663190617017,,,0.478384397871919,0.5242979196613714,0.09217939353296485,0.4793043875460214,0.5180450394176515,0.07777860759570301,0.7480755238715558,6.301253499312958e-180,0.7411656292211413,6.443902075060058e-175,9100.0,True
Number of Distinct Activities,100,8.0,8.0,,,8.0,8.0,0.0,8.0,8.0,0.0,,,,,100.0,True
Number of Distinct Activities,200,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,300,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,400,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,500,8.0,8.0,,,8.0,8.0,0.0,8.0,8.0,0.0,,,,,100.0,True
Number of Distinct Activities,600,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,700,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,800,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,900,8.0,8.0,,,,,,,,,,,,,100.0,True
Number of Distinct Activities,1000,8.0,8.0,,,8.0,8.0,0.0,8.0,8.0,0.0,,,,,100.0,True
Number of Distinct Directly-Follows Relations,100,14.16,14.0,,,14.0,16.0,0.14124293785310735,14.0,16.0,0.14124293785310735,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,200,14.37,14.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,300,14.36,14.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,400,14.64,14.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,500,14.91,14.0,,,14.0,17.0,0.20120724346076457,14.0,17.0,0.20120724346076457,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,600,15.24,15.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,700,15.07,15.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,800,15.01,15.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,900,15.35,15.0,,,,,,,,,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Directly-Follows Relations,1000,15.4,15.0,,,14.0,17.0,0.19480519480519481,14.0,17.0,0.19480519480519481,0.3485655211127981,6.089052468283098e-30,0.3708288949410634,5.897494687836405e-34,5100.0,True
Number of Distinct Traces,100,6.41,6.0,,,5.0,8.0,0.46801872074882994,5.0,8.0,0.46801872074882994,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,200,7.42,7.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,300,8.09,8.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,400,8.3,8.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,500,8.68,9.0,,,7.0,11.0,0.4608294930875576,7.95,10.049999999999997,0.2419354838709674,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,600,9.1,9.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,700,9.32,9.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,800,9.68,10.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,900,9.88,10.0,,,,,,,,,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Distinct Traces,1000,10.36,10.0,,,9.0,13.0,0.3861003861003861,9.0,12.0,0.2895752895752896,0.7464097452877222,1.0520066272259201e-178,0.7595449074875344,1.2945763244044837e-188,9100.0,True
Number of Events,100,1250.76,1250.0,,,1232.95,1271.05,0.030461479420512257,1236.0,1268.1,0.025664396047203226,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,200,2500.52,2500.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,300,3755.0,3750.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,400,5005.82,5004.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,500,6257.46,6255.0,,,6232.0,6292.0,0.009588555100631885,6233.9,6288.0,0.008645680515736475,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,600,7502.24,7499.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,700,8759.6,8760.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,800,10007.66,10010.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,900,11262.6,11266.0,,,,,,,,,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Events,1000,12512.64,12512.0,,,12464.0,12555.05,0.007276641859751362,12465.9,12552.0,0.006881041890440416,0.9999833901854482,0.0,0.9950001433395802,0.0,,False
Number of Ties in Paths to Goal,100,85.91,80.0,,,63.0,114.0,0.5936445116982889,63.0,114.0,0.5936445116982889,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,200,102.4,97.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,300,113.91,112.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,400,116.64,114.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,500,122.64,123.0,,,95.0,165.0,0.5707762557077626,99.85,152.54999999999995,0.4297129810828438,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,600,128.86,129.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,700,133.46,131.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,800,139.88,139.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,900,142.68,142.0,,,,,,,,,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Ties in Paths to Goal,1000,150.76,152.0,,,123.0,197.0,0.4908463783496949,125.0,182.0,0.37808437251260285,0.732761534451488,4.89977105905002e-169,0.7292855988830441,1.1419601504014144e-166,9100.0,True
Number of Traces,100,100.0,100.0,,,100.0,100.0,0.0,100.0,100.0,0.0,1.0,0.0,1.0,0.0,,False
Number of Traces,200,200.0,200.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,300,300.0,300.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,400,400.0,400.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,500,500.0,500.0,,,500.0,500.0,0.0,500.0,500.0,0.0,1.0,0.0,1.0,0.0,,False
Number of Traces,600,600.0,600.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,700,700.0,700.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,800,800.0,800.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,900,900.0,900.0,,,,,,,,,1.0,0.0,1.0,0.0,,False
Number of Traces,1000,1000.0,1000.0,,,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1.0,0.0,1.0,0.0,,False
Percentage of Distinct Traces,100,0.0641,0.06,,,0.05,0.08,0.4680187207488299,0.05,0.08,0.4680187207488299,-0.8167068059860403,1.524555674345923e-240,-0.9703549518950587,0.0,,False
Percentage of Distinct Traces,200,0.0371,0.035,,,,,,,,,-0.8167068059860403,1.524555674345923e-240,-0.9703549518950587,0.0,,False
Percentage of Distinct Traces,300,0.02696666666666663,0.0266666666666666,,,,,,,,,-0.8167068059860403,1.524555674345923e-240,-0.9703549518950587,0.0,,False
Percentage of Distinct Traces,400,0.02075,0.02,,,,,,,,,-0.8167068059860403,1.524555674345923e-240,-0.9703549518950587,0.0,,False
